,Observation ID,Camera,Exposure Identifier,Exposure Time,l,b,Target,Target Type
911,0720731501,MOS2,S002,31.6,21.4,1.3,PSR B1822-09,RADIO PULSAR
912,0670300701,MOS1,S001,18.2,0.1,-11.3,IRAS F18293-3413,STARBURST GALAXY
913,0670300701,MOS2,S002,18.1,0.1,-11.3,IRAS F18293-3413,STARBURST GALAXY
914,0670300701,PN,S003,13.4,0.1,-11.3,IRAS F18293-3413,STARBURST GALAXY
915,0672282701,MOS1,S001,12.5,15.4,-1.0,SWIFTJ1822.3-1606,ANOMALOUS X-RAY PULSAR
916,0670580201,PN,S003,29.4,333.0,15.5,MN Lup,T TAURI STAR
917,0792382201,MOS1,U002,39.7,348.6,23.0,Mars,PLANET MARS
918,0206990701,PN,U002,1.2,359.9,9.5,1RXSJ170944.9-234658,UNIDENTIFIED
919,0605581201,MOS1,S010,23.7,13.5,-15.8,HD179949,STAR F8V
920,0413780101,PN,S003,19.0,0.6,11.4,Jupiter,PLANET JUPITER
921,0741850101,MOS1,S001,46.2,331.5,-23.5,SCR J1845-6357,STAR M8V
922,0741850101,MOS2,S002,47.8,331.5,-23.5,SCR J1845-6357,STAR M8V
923,0413390101,MOS1,S001,14.7,340.8,-2.5,XTE J1701-462,HMXRB BE STAR BLACK HOLE
924,0152834401,PN,S003,1.9,15.0,0.3,NXGPS_44,EXTENDED GALACTIC OR EXTRAGALACTIC
925,0201000201,MOS2,S002,15.8,335.6,-0.4,IGRJ16318-4848,HMXRB
926,0602350201,PN,S003,14.0,29.6,0.1,AX J1845-0258,ANOMALOUS X-RAY PULSAR
927,0050940401,MOS1,S002,8.4,0.0,-12.0,Bulge-12,DIFFUSE X-RAY EMISSION
928,0050940401,MOS2,S003,9.2,0.0,-12.0,Bulge-12,DIFFUSE X-RAY EMISSION
929,0050940401,PN,S001,2.3,0.0,-12.0,Bulge-12,DIFFUSE X-RAY EMISSION
930,0671510101,MOS1,S005,35.8,32.8,-0.1,Kes 78,SNR SHELL
931,0671510101,PN,S007,23.9,32.8,-0.1,Kes 78,SNR SHELL
932,0782050101,MOS1,S001,84.4,325.9,-7.2,NR TrA,CV CLASSICAL NOVA ECLIPSING
933,0306120101,PN,S001,6.1,2.6,4.9,IGR J17331-2406,GAMMA RAY SOURCE
934,0695000301,MOS1,S001,7.7,342.1,0.0,src3_sj1654,X-RAY BINARY
935,0695000301,PN,S003,5.1,342.1,0.0,src3_sj1654,X-RAY BINARY
936,0694530201,MOS1,S002,31.6,355.3,-31.8,PKS2004-447,NL SEYFERT 1 RADIO LOUD
937,0694530201,MOS2,S003,31.5,355.3,-31.8,PKS2004-447,NL SEYFERT 1 RADIO LOUD
938,0694530201,PN,S001,19.6,355.3,-31.8,PKS2004-447,NL SEYFERT 1 RADIO LOUD
939,0790870301,MOS1,S001,19.9,348.7,0.4,HESS J1713-381,ANOMALOUS X-RAY PULSAR
940,0790870301,PN,S003,15.6,348.7,0.4,HESS J1713-381,ANOMALOUS X-RAY PULSAR
941,0552170301,MOS1,S001,52.7,335.8,-32.8,NGC 6860,SEYFERT RADIO QUIET TYPE 1.5
942,0743930101,MOS2,S002,31.1,350.4,-44.1,NGC 7049,GROUP OF GALAXIES
943,0743930101,PN,S003,17.9,350.4,-44.1,NGC 7049,GROUP OF GALAXIES
944,0206640101,MOS1,S007,12.9,336.7,-3.4,XTE J1650-500,LMXRB QPO AND BLACK HOLE SOFT TRANSIENT
945,0206640101,MOS2,S008,13.9,336.7,-3.4,XTE J1650-500,LMXRB QPO AND BLACK HOLE SOFT TRANSIENT
946,0206640101,PN,S009,7.8,336.7,-3.4,XTE J1650-500,LMXRB QPO AND BLACK HOLE SOFT TRANSIENT
947,0740790101,MOS1,S001,22.3,327.8,-5.4,S Nor,STAR K0V
948,0740790101,MOS2,S002,23.6,327.8,-5.4,S Nor,STAR K0V
949,0305440801,MOS2,S008,7.3,9.2,9.3,V442 Oph,CV NOVA LIKE
950,0111420101,MOS1,S001,47.4,12.7,-36.8,AU Microscopii,STAR M1Ve
951,0111420101,MOS2,S002,40.8,12.7,-36.8,AU Microscopii,STAR M1Ve
952,0085582001,MOS1,S001,7.0,6.6,7.8,NOVA Oph 1998,CV CLASSICAL NOVA
953,0085582001,MOS2,S002,6.9,6.6,7.8,NOVA Oph 1998,CV CLASSICAL NOVA
954,0402910101,MOS1,S004,43.2,327.2,-0.1,1E 1547.0-5408,ANOMALOUS X-RAY PULSAR
955,0402910101,MOS2,S005,43.0,327.2,-0.1,1E 1547.0-5408,ANOMALOUS X-RAY PULSAR
956,0402910101,PN,S006,37.1,327.2,-0.1,1E 1547.0-5408,ANOMALOUS X-RAY PULSAR
957,0720731601,MOS1,S001,21.2,21.4,1.3,PSR B1822-09,RADIO PULSAR
958,0720731601,MOS2,S002,21.8,21.4,1.3,PSR B1822-09,RADIO PULSAR
959,0406650101,PN,S001,13.5,331.7,-0.6,HESS J1614-518 North,GAMMA RAY SOURCE
960,0206991101,MOS1,S001,8.3,352.8,4.7,1RXSJ170854.4-321857,LMXRB
961,0206991101,MOS2,S002,8.0,352.8,4.7,1RXSJ170854.4-321857,LMXRB
962,0206991101,PN,S003,6.8,352.8,4.7,1RXSJ170854.4-321857,LMXRB
963,0650591501,MOS1,S001,25.3,23.6,2.4,IGR J18259-0706,SEYFERT RADIO QUIET TYPE 1
964,0650591501,PN,S003,20.2,23.6,2.4,IGR J18259-0706,SEYFERT RADIO QUIET TYPE 1
965,0506050301,MOS1,S001,6.0,356.2,5.4,Nova Oph 2006 b,CV CLASSICAL NOVA
966,0720300601,MOS1,S001,10.6,12.8,-2.1,Y Sgr,STAR K0V
967,0720300601,MOS2,S002,10.5,12.8,-2.1,Y Sgr,STAR K0V
968,0720300601,PN,S003,7.0,12.8,-2.1,Y Sgr,STAR K0V
969,0302760801,MOS1,S001,9.0,8.0,-7.5,G8_T8,DIFFUSE X-RAY EMISSION
970,0302760801,MOS2,S002,9.8,8.0,-7.5,G8_T8,DIFFUSE X-RAY EMISSION
971,0302760801,PN,S003,4.8,8.0,-7.5,G8_T8,DIFFUSE X-RAY EMISSION
972,0761690401,MOS1,S001,25.0,327.7,4.2,CATSJ153539.8,X-RAY PULSATOR
973,0761690401,PN,S003,15.6,327.7,4.2,CATSJ153539.8,X-RAY PULSATOR
974,0144080101,MOS2,S002,16.2,345.7,-0.2,G345.7-0.2,SNR SHELL
975,0671060101,MOS1,S001,20.9,10.7,-0.2,XTEJ 1810-197,X-RAY PULSATOR
976,0671060101,MOS2,S002,21.3,10.7,-0.2,XTEJ 1810-197,X-RAY PULSATOR
977,0112490101,MOS1,S011,16.9,27.1,3.6,aqui_pos1,MOLECULAR CLOUD
978,0112490101,MOS2,S012,17.9,27.1,3.6,aqui_pos1,MOLECULAR CLOUD
979,0112490101,PN,S010,7.0,27.1,3.6,aqui_pos1,MOLECULAR CLOUD
980,0135743101,MOS2,S002,5.7,7.5,0.0,XGPS_031,EXTENDED GALACTIC OR EXTRAGALACTIC
981,0724700101,MOS1,U004,27.8,332.2,2.6,PMN J1603-4904,RADIO GALAXY RADIO LOUD FLAT RADIO SP
982,0724700101,PN,S003,24.0,332.2,2.6,PMN J1603-4904,RADIO GALAXY RADIO LOUD FLAT RADIO SP
983,0784040201,MOS1,S001,35.4,34.5,-0.9,HAWC J1857+0057,UNIDENTIFIED
984,0784040201,PN,S003,29.9,34.5,-0.9,HAWC J1857+0057,UNIDENTIFIED
985,0403110501,PN,U002,8.2,1.7,-10.3,NGC 6637,LMXRB GLOBULAR CLUSTER BURSTER SOFT TRANSIENT
986,0760646701,MOS1,S001,44.9,338.9,-4.3,GX 339-4,LMXRB QPO AND BLACK HOLE FLARES
987,0146390101,PN,S005,8.4,360.0,-17.8,TY CrA,HERBIG AE/BE STAR
988,0652760101,MOS1,S001,20.6,352.8,-7.7,V394 CrA,CV RECURRENT NOVA
989,0652760101,PN,S003,15.3,352.8,-7.7,V394 CrA,CV RECURRENT NOVA
990,0050940301,MOS1,S002,6.2,0.6,-8.0,Bulge-8,DIFFUSE X-RAY EMISSION
991,0050940301,MOS2,S003,6.2,0.6,-8.0,Bulge-8,DIFFUSE X-RAY EMISSION
992,0050940301,PN,S001,2.4,0.6,-8.0,Bulge-8,DIFFUSE X-RAY EMISSION
993,0741300301,MOS1,S001,73.6,339.0,-28.2,ESO142-G019,SPIRAL GALAXY UNBARRED STEEP RADIO SP
994,0741300301,MOS2,S002,75.2,339.0,-28.2,ESO142-G019,SPIRAL GALAXY UNBARRED STEEP RADIO SP
995,0741300301,PN,S003,55.6,339.0,-28.2,ESO142-G019,SPIRAL GALAXY UNBARRED STEEP RADIO SP
996,0511010801,PN,U002,18.7,23.0,0.3,AX J1832.3-0840,EXTENDED GALACTIC OR EXTRAGALACTIC
997,0504810101,PN,S005,62.2,315.8,-2.3,RCW 86 NE,SNR SHELL
998,0144271401,MOS2,S002,4.5,7.2,1.5,HD 163296,HERBIG AE/BE STAR
999,0672282901,MOS1,S001,22.2,15.4,-1.0,SWIFTJ1822.3-1606,ANOMALOUS X-RAY PULSAR
1000,0804690101,MOS1,S001,26.8,342.6,-7.7,PSR B1727-47,RADIO PULSAR
1001,0503240201,PN,S003,29.0,31.1,5.3,Serpens 2,STAR FORMING REGION
1002,0104860601,MOS1,U002,11.2,8.4,-28.6,[HB89] 2000-330,QSO
1003,0104860601,MOS2,U002,12.4,8.4,-28.6,[HB89] 2000-330,QSO
1004,0104860601,PN,U002,8.3,8.4,-28.6,[HB89] 2000-330,QSO
1005,0200900101,MOS2,S002,21.7,343.1,-0.1,IRAS 16547-4247,PROTOSTAR OF TYPE 0
1006,0200900101,PN,S003,16.6,343.1,-0.1,IRAS 16547-4247,PROTOSTAR OF TYPE 0
1007,0670580101,MOS1,S001,37.8,333.0,15.5,MN Lup,T TAURI STAR
1008,0670580101,PN,S003,30.2,333.0,15.5,MN Lup,T TAURI STAR
1009,0672283001,MOS2,S002,22.8,15.4,-1.0,SWIFTJ1822.3-1606,ANOMALOUS X-RAY PULSAR
1010,0109490401,MOS1,S001,15.2,343.5,1.2,HD 152248,STAR O7I
1011,0109490401,MOS2,S002,16.0,343.5,1.2,HD 152248,STAR O7I
1012,0109490401,PN,S003,10.0,343.5,1.2,HD 152248,STAR O7I
1013,0741890101,MOS1,U002,10.2,28.4,5.6,NPS 1,X-RAY BACKGROUND
1014,0605581001,MOS1,S010,31.4,13.5,-15.8,HD179949,STAR F8V
1015,0741890301,MOS1,S002,25.1,28.4,6.2,NPS 3,X-RAY BACKGROUND
1016,0741890301,PN,S001,17.5,28.4,6.2,NPS 3,X-RAY BACKGROUND
1017,0723290101,MOS1,S001,75.5,355.7,-37.7,SPT-CL J2040-4451,CLUSTER OF GALAXIES (NON-ABELL) WITH COOLING FLOW
1018,0723290101,MOS2,S002,75.3,355.7,-37.7,SPT-CL J2040-4451,CLUSTER OF GALAXIES (NON-ABELL) WITH COOLING FLOW
1019,0723290101,PN,S003,63.1,355.7,-37.7,SPT-CL J2040-4451,CLUSTER OF GALAXIES (NON-ABELL) WITH COOLING FLOW
1020,0691820101,MOS1,S001,45.5,346.3,-30.3,Abell 3653,CLUSTER OF GALAXIES ABELL CLASS 0
1021,0691820101,MOS2,S002,46.6,346.3,-30.3,Abell 3653,CLUSTER OF GALAXIES ABELL CLASS 0
1022,0691820101,PN,S003,35.8,346.3,-30.3,Abell 3653,CLUSTER OF GALAXIES ABELL CLASS 0
1023,0670300301,MOS1,S001,8.2,16.1,-14.4,ESO 593-IG8,IRREGULAR GALAXY
1024,0670300301,MOS1,U002,26.2,16.1,-14.4,ESO 593-IG8,IRREGULAR GALAXY
1025,0670300301,PN,S003,25.1,16.1,-14.4,ESO 593-IG8,IRREGULAR GALAXY
1026,0112540101,MOS1,S001,15.2,351.5,12.8,Tau Scorpii,STAR B0V
1027,0112540101,MOS2,S002,15.3,351.5,12.8,Tau Scorpii,STAR B0V
1028,0087940101,MOS1,S001,34.0,337.2,-0.7,G337.2-0.7,SNR
1029,0087940101,MOS2,S002,34.7,337.2,-0.7,G337.2-0.7,SNR
1030,0085581301,MOS1,S001,9.0,5.1,-6.2,NOVA Sgr 1998,CV CLASSICAL NOVA
1031,0085581301,MOS2,S002,8.7,5.1,-6.2,NOVA Sgr 1998,CV CLASSICAL NOVA
1032,0306700101,MOS2,S002,5.1,6.4,3.8,G6.4+4.0E,SNR SHELL
1033,0303230601,MOS1,S001,16.7,14.1,3.7,IGR J18027-1455,SEYFERT RADIO QUIET TYPE 1
1034,0303230601,PN,S003,12.4,14.1,3.7,IGR J18027-1455,SEYFERT RADIO QUIET TYPE 1
1035,0671850301,MOS1,S002,15.6,15.9,-12.7,SWIFTJ1907-2050,CV INTERMEDIATE POLAR COHERENT OSCILLATIONS
1036,0671850301,PN,S001,10.7,15.9,-12.7,SWIFTJ1907-2050,CV INTERMEDIATE POLAR COHERENT OSCILLATIONS
1037,0506500101,PN,S003,19.4,19.8,10.4,RS Oph,CV RECURRENT NOVA OSCILLATIONS
1038,0112790101,MOS1,S002,19.7,29.0,-15.5,RX J1940.1-1025,CV AM HER (POLAR)
1039,0112790101,MOS2,S003,19.9,29.0,-15.5,RX J1940.1-1025,CV AM HER (POLAR)
1040,0021750401,PN,S006,5.2,321.5,-15.3,AlphaTrA,STAR K2II
1041,0201000401,MOS1,S001,16.8,335.6,-0.4,IGRJ16318-4848,HMXRB
1042,0201000401,PN,S003,13.2,335.6,-0.4,IGRJ16318-4848,HMXRB
1043,0305580101,MOS2,S002,22.7,43.0,0.8,SGR 1900+14,GAMMA RAY BURSTS SOFT REPEATER
1044,0110011301,PN,S005,4.2,315.4,-2.2,RCW 86 (NE),OB ASSOCIATION/HII REGION
1045,0021750101,MOS2,S005,8.9,321.5,-15.3,AlphaTrA,STAR K2II
1046,0147420401,MOS1,S003,6.9,20.7,27.3,NGC 6240,IR GALAXY RADIO QUIET TYPE 2
1047,0654440401,PN,S003,10.8,28.7,-33.6,RXC J2048.1-1750,CLUSTER OF GALAXIES ABELL CLASS 1
1048,0781760101,MOS1,S001,60.5,357.3,-6.1,1RXS J180408.9-34205,LMXRB BURSTER SOFT TRANSIENT
1049,0405390401,MOS2,S003,13.2,323.4,-1.7,IGRJ15359-5750,UNIDENTIFIED
1050,0017740701,MOS1,S007,20.2,33.0,2.0,Galactic Ridge 2,EXTENDED GALACTIC OR EXTRAGALACTIC
1051,0017740701,MOS2,S008,19.1,33.0,2.0,Galactic Ridge 2,EXTENDED GALACTIC OR EXTRAGALACTIC
1052,0112230901,MOS1,S001,8.6,6.6,30.7,A2163 of3,CLUSTER OF GALAXIES ABELL CLASS 2
1053,0112230901,MOS2,S002,9.1,6.6,30.7,A2163 of3,CLUSTER OF GALAXIES ABELL CLASS 2
1054,0112230901,PN,S003,3.5,6.6,30.7,A2163 of3,CLUSTER OF GALAXIES ABELL CLASS 2
1055,0784770601,PN,S003,12.8,27.3,-26.2,PSR J2017-16,RADIO PULSAR
1056,0692790201,MOS2,S002,27.9,332.2,23.9,Cen X-4,LMXRB BURSTER
1057,0692790201,PN,S003,18.6,332.2,23.9,Cen X-4,LMXRB BURSTER
1058,0651680401,MOS1,S001,25.4,33.3,1.1,IGR J18482+0049,UNIDENTIFIED
1059,0651680401,PN,S003,19.3,33.3,1.1,IGR J18482+0049,UNIDENTIFIED
1060,0503750301,PN,U002,16.8,338.2,-26.7,ESO 141- G 055,SEYFERT
1061,0051940101,MOS2,S002,7.1,19.4,0.3,XGPS_001,EXTENDED GALACTIC OR EXTRAGALACTIC
1062,0674490401,MOS1,S001,24.7,341.2,-36.1,SPT-CLJ2032-5627,CLUSTER OF GALAXIES (NON-ABELL) WITH COOLING FLOW
1063,0112231001,MOS1,S001,23.2,6.5,30.3,A2163 of4,CLUSTER OF GALAXIES ABELL CLASS 2
1064,0112231001,MOS2,S002,22.9,6.5,30.3,A2163 of4,CLUSTER OF GALAXIES ABELL CLASS 2
1065,0112231001,PN,S003,17.9,6.5,30.3,A2163 of4,CLUSTER OF GALAXIES ABELL CLASS 2
1066,0780510401,MOS1,S001,36.1,329.8,-32.4,HD 190248,STAR G8IV
1067,0780510401,MOS2,S002,36.4,329.8,-32.4,HD 190248,STAR G8IV
1068,0113070101,MOS2,S003,7.9,33.1,32.4,nps_pos1,SNR
1069,0741891501,MOS1,S002,11.6,29.4,9.8,NPS 15,X-RAY BACKGROUND
1070,0741891501,MOS2,S003,12.2,29.4,9.8,NPS 15,X-RAY BACKGROUND
1071,0741891501,PN,S001,5.2,29.4,9.8,NPS 15,X-RAY BACKGROUND
1072,0085680601,MOS2,S003,10.7,338.9,-4.3,GX 339-4,LMXRB GLOBULAR CLUSTER BLACK HOLE
1073,0081340501,MOS1,S001,6.4,358.8,-32.4,IRAS20100-41,IR GALAXY
1074,0304080401,MOS2,S002,22.8,350.4,-32.6,PKS 2005-489,BL LAC RADIO LOUD FLAT RADIO SP
1075,0065820201,MOS1,S007,16.9,31.6,5.3,Serpens exposure 2,STAR FORMING REGION
1076,0065820201,MOS2,S008,17.4,31.6,5.3,Serpens exposure 2,STAR FORMING REGION
1077,0104460701,MOS1,U002,6.3,19.2,0.0,RIDGE_1,X-RAY BACKGROUND
1078,0104460701,MOS2,U002,5.9,19.2,0.0,RIDGE_1,X-RAY BACKGROUND
1079,0104460701,PN,U002,3.7,19.2,0.0,RIDGE_1,X-RAY BACKGROUND
1080,0400390201,MOS1,S002,24.9,33.7,0.0,PSR J1852+0040,X-RAY PULSATOR
1081,0720173901,MOS1,S001,31.4,38.3,-7.3,CoRoT 2a,STAR G7V
1082,0720173901,MOS2,S002,31.9,38.3,-7.3,CoRoT 2a,STAR G7V
1083,0720173901,PN,S003,23.5,38.3,-7.3,CoRoT 2a,STAR G7V
1084,0404520201,MOS1,S001,31.7,8.3,-35.2,Abell 3693,CLUSTER OF GALAXIES ABELL CLASS 1
1085,0404520201,PN,S003,21.9,8.3,-35.2,Abell 3693,CLUSTER OF GALAXIES ABELL CLASS 1
1086,0784530201,MOS1,S008,19.5,327.0,-15.8,PKS 1718-649,LINER RADIO LOUD/STEEP SPECT STEEP RADIO SP
1087,0741891801,MOS2,S003,18.8,29.7,10.7,NPS 18,X-RAY BACKGROUND
1088,0074140201,MOS2,S002,9.0,330.9,-0.9,4U 1608-52,"LMXRB GLOBULAR CLUSTER QPO, PULSAR AND BURSTS SOFT TRANSIENT"
1089,0651680101,MOS1,S001,17.5,32.3,-1.0,IGR J18538-0102,UNIDENTIFIED
1090,0008820301,MOS2,S002,7.4,18.4,1.6,HD168112,STAR O6III
1091,0674330501,MOS2,S002,11.4,329.9,20.5,PKS 1454-354,BL LAC RADIO LOUD/FLAT SPECT FLAT RADIO SP
1092,0051940501,MOS2,S002,8.1,20.2,0.3,XGPS_005,EXTENDED GALACTIC OR EXTRAGALACTIC
1093,0112230801,MOS1,S001,16.9,7.0,30.6,A2163 of2,CLUSTER OF GALAXIES ABELL CLASS 2
1094,0112230801,MOS2,S002,17.2,7.0,30.6,A2163 of2,CLUSTER OF GALAXIES ABELL CLASS 2
1095,0112230801,PN,S003,11.3,7.0,30.6,A2163 of2,CLUSTER OF GALAXIES ABELL CLASS 2
1096,0051940201,MOS1,S001,7.1,19.4,-0.3,XGPS_002,UNDEFINED
1097,0721010401,MOS2,S002,104.1,10.4,11.2,PDS 456,QSO RADIO QUIET TYPE 1
1098,0202950301,MOS2,S002,8.7,16.9,-1.3,LS 5039,HMXRB JETS
1099,0017740601,MOS2,S008,21.3,33.0,2.0,Galactic Ridge 2,EXTENDED GALACTIC OR EXTRAGALACTIC
1100,0721010601,MOS1,S001,85.7,10.4,11.2,PDS 456,QSO RADIO QUIET TYPE 1
1101,0101640101,MOS1,S002,9.8,20.7,27.3,NGC 6240,IR GALAXY RADIO QUIET TYPE 2
1102,0101640101,MOS2,S003,10.1,20.7,27.3,NGC 6240,IR GALAXY RADIO QUIET TYPE 2
1103,0101640101,PN,S001,7.2,20.7,27.3,NGC 6240,IR GALAXY RADIO QUIET TYPE 2
1104,0743010301,MOS1,S001,8.2,16.7,25.7,2MFGC 13496,SEYFERT RADIO QUIET TYPE 2
1105,0743010301,PN,S003,3.1,16.7,25.7,2MFGC 13496,SEYFERT RADIO QUIET TYPE 2
1106,0741891201,MOS1,S002,20.0,29.1,8.9,NPS 12,X-RAY BACKGROUND
1107,0741891201,MOS2,S003,19.6,29.1,8.9,NPS 12,X-RAY BACKGROUND
1108,0741891201,PN,S001,13.8,29.1,8.9,NPS 12,X-RAY BACKGROUND
1109,0652350801,PN,S003,8.2,353.6,16.1,ROXs 39,T TAURI STAR
1110,0655380901,MOS1,S001,16.0,10.0,41.5,NGC5990,SEYFERT RADIO QUIET TYPE 2
1111,0103261201,MOS2,S002,5.1,350.5,-0.5,PSR B1719-37,RADIO PULSAR
1112,0103261201,PN,S003,3.1,350.5,-0.5,PSR B1719-37,RADIO PULSAR
1113,0085280601,MOS1,S001,12.7,18.4,16.0,NGC6366,LMXRB GLOBULAR CLUSTER
1114,0085280601,MOS2,S002,13.4,18.4,16.0,NGC6366,LMXRB GLOBULAR CLUSTER
1115,0741891401,MOS1,S002,21.4,29.3,9.5,NPS 14,X-RAY BACKGROUND
1116,0741891401,PN,S001,14.9,29.3,9.5,NPS 14,X-RAY BACKGROUND
1117,0741890801,MOS1,S002,22.6,28.9,7.7,NPS 8,X-RAY BACKGROUND
1118,0741890801,MOS2,S003,22.1,28.9,7.7,NPS 8,X-RAY BACKGROUND
1119,0741890801,PN,S001,14.2,28.9,7.7,NPS 8,X-RAY BACKGROUND
1120,0691320701,MOS1,S001,13.7,17.9,-34.3,BZBJ2038-2636,BL LAC RADIO LOUD FLAT RADIO SP
1121,0720173301,MOS1,S001,32.4,38.3,-7.3,CoRoT 2a,STAR G7V
1122,0720173301,MOS2,S002,32.5,38.3,-7.3,CoRoT 2a,STAR G7V
1123,0720173301,PN,S003,25.5,38.3,-7.3,CoRoT 2a,STAR G7V
1124,0140950101,MOS2,S002,8.3,321.4,15.0,NGC5643,SEYFERT RADIO QUIET TYPE 2
1125,0504810601,PN,S005,13.3,315.8,-2.3,RCW 86 NE,SNR SHELL
1126,0720174301,MOS1,S001,26.3,38.3,-7.3,CoRoT 2a,STAR G7V
1127,0762950101,MOS1,S001,21.0,20.9,38.0,PSZ1G020.72+38.01,CLUSTER OF GALAXIES (NON-ABELL)
1128,0300810301,MOS1,S001,6.5,341.5,-27.8,NGC 6799,ELLIPTICAL GALAXY
1129,0741680101,MOS2,S002,21.9,356.3,33.6,HD 140283,STAR F3V
1130,0675010901,MOS1,U002,40.2,342.5,-39.7,SPT-CLJ2057-5500,CLUSTER OF GALAXIES (NON-ABELL) WITH COOLING FLOW
1131,0675010901,PN,U002,30.5,342.5,-39.7,SPT-CLJ2057-5500,CLUSTER OF GALAXIES (NON-ABELL) WITH COOLING FLOW
1132,0405380501,PN,S003,19.0,332.5,-23.6,ESO 104-G11,SEYFERT RADIO QUIET TYPE 2
1133,0402920101,MOS1,S001,20.6,333.1,0.5,IGR J16167-4957,HMXRB X-RAY PULSAR
1134,0402920101,MOS2,S002,20.4,333.1,0.5,IGR J16167-4957,HMXRB X-RAY PULSAR
1135,0112230701,MOS1,S001,13.6,6.9,30.3,A2163 of1,CLUSTER OF GALAXIES ABELL CLASS 2
1136,0112230701,MOS2,S002,13.5,6.9,30.3,A2163 of1,CLUSTER OF GALAXIES ABELL CLASS 2
1137,0112230701,PN,S003,7.5,6.9,30.3,A2163 of1,CLUSTER OF GALAXIES ABELL CLASS 2
1138,0741890701,MOS1,U002,9.3,28.8,7.4,NPS 7,X-RAY BACKGROUND
1139,0741890701,MOS2,U002,9.2,28.8,7.4,NPS 7,X-RAY BACKGROUND
1140,0404710401,MOS1,S001,19.7,352.5,-27.1,QS Tel,CV AM HER (POLAR)
1141,0404710401,MOS2,S002,20.4,352.5,-27.1,QS Tel,CV AM HER (POLAR)
1142,0204710701,PN,S003,2.8,332.1,-15.9,CIZAJ1744.9-6044,CLUSTER OF GALAXIES
1143,0741891001,MOS1,S002,21.3,29.0,8.3,NPS 10,X-RAY BACKGROUND
1144,0741891701,MOS1,S002,22.1,29.6,10.4,NPS 17,X-RAY BACKGROUND
1145,0741891701,MOS2,S003,22.6,29.6,10.4,NPS 17,X-RAY BACKGROUND
1146,0741891701,PN,S001,15.0,29.6,10.4,NPS 17,X-RAY BACKGROUND
1147,0201902201,MOS2,S002,21.8,18.3,-28.5,RXCJ2014.8-2430,CLUSTER OF GALAXIES
1148,0201902201,PN,S003,13.5,18.3,-28.5,RXCJ2014.8-2430,CLUSTER OF GALAXIES
1149,0690800301,PN,U003,12.8,315.7,-0.7,alpha Cen,STAR G2V
1150,0741891601,MOS1,S002,11.6,29.5,10.1,NPS 16,X-RAY BACKGROUND
1151,0741891601,MOS2,S003,13.6,29.5,10.1,NPS 16,X-RAY BACKGROUND
1152,0720173701,MOS2,S002,25.7,38.3,-7.3,CoRoT 2a,STAR G7V
1153,0673180401,MOS1,S001,18.8,341.9,-32.1,CL 2003-5556,GROUP OF GALAXIES
1154,0673180401,PN,S003,12.8,341.9,-32.1,CL 2003-5556,GROUP OF GALAXIES
1155,0142630301,MOS1,S001,15.3,347.1,21.5,3 Sco,STAR B8III
1156,0142630301,MOS2,S002,15.9,347.1,21.5,3 Sco,STAR B8III
1157,0142630301,PN,S003,11.1,347.1,21.5,3 Sco,STAR B8III
1158,0724380101,MOS1,S001,17.2,26.2,23.6,GJ 1214,STAR M5V
1159,0724380101,MOS2,S002,19.2,26.2,23.6,GJ 1214,STAR M5V
1160,0724380101,PN,S003,12.6,26.2,23.6,GJ 1214,STAR M5V
1161,0017740401,MOS2,S008,24.9,33.1,-0.0,Galactic Ridge 1,EXTENDED GALACTIC OR EXTRAGALACTIC
1162,0017740401,PN,S009,17.6,33.1,-0.0,Galactic Ridge 1,EXTENDED GALACTIC OR EXTRAGALACTIC
1163,0305590401,MOS2,S002,20.4,38.2,-7.7,176B,UNIDENTIFIED
1164,0085581401,MOS1,S001,7.2,6.6,7.8,NOVA Oph 1998,CV CLASSICAL NOVA
1165,0720173401,MOS2,S002,23.4,38.3,-7.3,CoRoT 2a,STAR G7V
1166,0136030101,MOS2,S010,15.6,32.4,0.1,G32.45+0.1,SNR SHELL
1167,0146340601,PN,S003,5.0,330.9,-20.8,PKS 1814-637,RADIO GALAXY RADIO LOUD/STEEP SPECT TYPE 2
1168,0147420501,PN,S002,2.0,20.7,27.3,NGC 6240,IR GALAXY RADIO QUIET TYPE 2
1169,0105460301,MOS1,S002,17.4,332.4,7.0,RXJ1548.2-4528,X-RAY BINARY
1170,0105460301,PN,S001,15.8,332.4,7.0,RXJ1548.2-4528,X-RAY BINARY
1171,0044741401,MOS1,S003,8.9,29.9,11.4,70 Oph,STAR K0V
1172,0720174001,MOS2,S002,25.2,38.3,-7.3,CoRoT 2a,STAR G7V
1173,0204970301,MOS1,S001,27.6,33.7,0.0,CXOUJ185238.6+004020,UNIDENTIFIED
1174,0204970301,MOS2,S002,28.0,33.7,0.0,CXOUJ185238.6+004020,UNIDENTIFIED
1175,0690680401,MOS1,S001,26.8,331.3,13.8,delta Lup,STAR B2IV
1176,0690680401,MOS2,S002,26.9,331.3,13.8,delta Lup,STAR B2IV
1177,0690680401,PN,S003,22.6,331.3,13.8,delta Lup,STAR B2IV
1178,0741890501,MOS2,S003,23.6,28.6,6.8,NPS 5,X-RAY BACKGROUND
1179,0741890501,PN,S001,15.1,28.6,6.8,NPS 5,X-RAY BACKGROUND
1180,0113050601,MOS1,S001,13.1,332.4,-0.4,1E 1613-5055,ISOLATED NEUTRON STAR
